,gold,characters,hypothesis,value
134185,почта доставляет,почтадоставляет,почта доставляет,44.466739654541016
131057,полезно знать,полезнознать,полезно знать,44.479736328125
152814,филокартия,филокартия,фило картия,44.49190902709961
98758,доставка на дом,доставканадом,доставка на дом,44.498809814453125
32640,История МЧС,ИсторияМЧС,История МЧС,44.563331604003906
135623,почтовые правила,почтовыеправила,почтовые правила,44.57170486450195
78407,Удмуртия,Удмуртия,Удмуртия,44.587764739990234
48269,Мюнхен,Мюнхен,Мюнхен,44.606353759765625
163605,ИНДРА 2017,ИНДРА2017,ИНД РА 2017,44.62742614746094
155995,штемпель,штемпель,ш темпель,44.6296501159668
171649,дакар 2017,дакар2017,дакар 2017,44.632164001464844
31626,Иннополис,Иннополис,Инно полис,44.63910675048828
1038,Азерпочта,Азерпочта,Азер почта,44.64625930786133
111943,лотерея,лотерея,лотерея,44.6466064453125
19422,ДОСААФ,ДОСААФ,ДОСА АФ,44.649147033691406
105134,иркутск,иркутск,иркутск,44.6511116027832
160967,БМД 4 М,БМД4М,БМД4М,44.693824768066406
117560,мультфильм,мультфильм,мульт фильм,44.69835662841797
67380,Русская Песня,РусскаяПесня,Русская Песня,44.69935607910156
10711,Военная История,ВоеннаяИстория,Военная История,44.71653366088867
168712,Служба 02,Служба02,Служба 0 2,44.73747253417969
168228,Ратник 3,Ратник3,Ратник 3,44.755489349365234
154449,цитата дня,цитатадня,цитата дня,44.77300262451172
113083,мвд россии,мвдроссии,м вдроссии,44.77848434448242
128223,письма счастья,письмасчастья,письма с частья,44.784873962402344
37647,Куинджи,Куинджи,Ку инджи,44.79150390625
86290,амфетамин,амфетамин,амфетамин,44.80064010620117
17420,Гернси,Гернси,Гернси,44.805694580078125
34593,Коллегия МО,КоллегияМО,Коллегия МО,44.812896728515625
27858,Дорога Мужества,ДорогаМужества,Дорога Мужества,44.83375549316406
3322,Астрахань,Астрахань,Астрахань,44.849609375
63505,Правительство Москвы,ПравительствоМосквы,Правительство Москвы,44.86296081542969
91238,волейбол,волейбол,волей бол,44.91002655029297
54711,Пентагон,Пентагон,Пентагон,44.95794677734375
79290,Флакон,Флакон,Флакон,44.97736358642578
116321,мотосезон,мотосезон,мото сезон,45.08466720581055
76045,ТК Звезда,ТКЗвезда,ТК Звезда,45.09791946411133
31731,Ирландия,Ирландия,Ирландия,45.100379943847656
88588,боеприпасы,боеприпасы,бое припасы,45.15805435180664
22807,День Памяти,ДеньПамяти,День Памяти,45.1878547668457
135276,почтовые марки,почтовыемарки,почтовые марки,45.190216064453125
154135,царицыно,царицыно,царицыно,45.21294403076172
139261,пропал человек,пропалчеловек,пропал человек,45.229278564453125
91783,вымогательство,вымогательство,вымогательство,45.24613952636719
160513,АрМИ 2018,АрМИ2018,АрМИ 2018,45.256439208984375
167114,ОВР 202,ОВР202,ОВР 202,45.26252746582031
29325,Заполярье,Заполярье,Заполярье,45.27455139160156
137783,пресненский,пресненский,пресненский,45.3218994140625
92931,год литературы,годлитературы,год литературы,45.322242736816406
162676,ЗАПАД 2017,ЗАПАД2017,ЗАПАД 2017,45.32411575317383
109660,красноярск,красноярск,красноярск,45.33132553100586
143437,сбавь скорость,сбавьскорость,сбавь скорость,45.34751510620117
101944,звездные войны,звездныевойны,звездные войны,45.36286926269531
6888,Ван Гог,ВанГог,Ван Гог,45.3692512512207
136790,почтовый ящик,почтовыйящик,почтовый ящик,45.38243103027344
9092,Видеоэкскурсия,Видеоэкскурсия,Видео экскурсия,45.38475036621094
115131,многоборье,многоборье,много борье,45.40005874633789
155041,черный кот,черныйкот,черный кот,45.434722900390625
169888,ФИФА 2018,ФИФА2018,ФИФА 2018,45.45055389404297
124705,ормвд,ормвд,орм в д,45.46772766113281
37943,Лайфхак,Лайфхак,Лайфхак,45.47122573852539
160469,АрМИ 2017,АрМИ2017,АрМИ 2017,45.48489761352539
110488,кутузовский,кутузовский,кутузовский,45.502159118652344
160413,АРМИЯ 2018,АРМИЯ2018,АРМИЯ 2018,45.5203857421875
148354,спецгашение,спецгашение,спецгашение,45.538082122802734
21934,День Знаний,ДеньЗнаний,День Знаний,45.53924560546875
107493,колледж,колледж,колледж,45.547584533691406
114608,метрогородок,метрогородок,метро городок,45.55817413330078
49313,Новая Волна,НоваяВолна,Новая Волна,45.564456939697266
97598,детские письма,детскиеписьма,детские письма,45.56553268432617
8145,Великобритания,Великобритания,Великобритания,45.61503219604492
150375,теплый стан,теплыйстан,теплый стан,45.61664962768555
120136,недвижимость,недвижимость,не движимость,45.64033508300781
91987,выпускной,выпускной,выпускной,45.64777374267578
73977,Союз Маш России,СоюзМашРоссии,СоюзМаш России,45.65253448486328
77945,Тренажеры,Тренажеры,Тренажеры,45.6600341796875
33870,КзПКУ,КзПКУ,КзПКУ,45.684627532958984
86540,апелляция,апелляция,апелляция,45.69451141357422
62159,Почтовые Профессии,ПочтовыеПрофессии,Почтовые Профессии,45.700439453125
154750,чемпионат,чемпионат,чем пионат,45.70679473876953
17449,Герои МВД,ГероиМВД,Герои МВД,45.71492004394531
38621,Лица Почты,ЛицаПочты,Лица Почты,45.75440216064453
85328,автосалон,автосалон,авто салон,45.763153076171875
152231,услуги почты,услугипочты,услуг и почты,45.78715515136719
42539,Махачкала,Махачкала,Махачкала,45.81293869018555
132835,попугай,попугай,попугай,45.85466766357422
26565,Дети Герои,ДетиГерои,Дети Герои,45.90203094482422
162473,ДМСЕ 2017,ДМСЕ2017,ДМСЕ 2017,45.902496337890625
85751,азартные игры,азартныеигры,азартные игры,45.90982437133789
139825,профилактика,профилактика,профил актика,45.942100524902344
92714,гибдд,гибдд,гибдд,45.942527770996094
103421,зюзино,зюзино,зюзино,45.94825744628906
135415,почтовые названия,почтовыеназвания,почтовые названия,45.9495849609375
169569,Сталинград 75,Сталинград75,Сталинград 75,45.96288299560547
91719,вымогатели,вымогатели,вымогатели,45.97030258178711
125222,открывая россию,открываяроссию,открывая россию,45.9989013671875
19153,Гренландия,Гренландия,Гренландия,46.00849914550781
85249,автопрокат,автопрокат,автопрокат,46.01636505126953
3607,БТРМДМ,БТРМДМ,БТРМДМ,46.027793884277344
111006,лефортово,лефортово,лефортово,46.03779220581055
31785,Искандер М,ИскандерМ,Искандер М,46.05281448364258
170097,Фото _ дня,Фото_дня,Фото _ дня,46.065948486328125
86766,аэропорт,аэропорт,аэропорт,46.069061279296875
44904,Минометчики,Минометчики,Мино метчики,46.08343505859375
72909,Содружество,Содружество,Содружество,46.101287841796875
132894,последняя миля,последняямиля,последняя миля,46.10285186767578
160298,АРМИЯ 2016,АРМИЯ2016,АРМИЯ 2016,46.14234924316406
114249,мероприятие,мероприятие,меро приятие,46.15799331665039
116572,мошенничество,мошенничество,мошен ничество,46.16605758666992
2130,Антитеррор,Антитеррор,Анти террор,46.17974090576172
51717,Оренбург,Оренбург,Оренбург,46.19127655029297
160356,АРМИЯ 2017,АРМИЯ2017,АРМИЯ 2017,46.19989776611328
20638,День Героев,ДеньГероев,День Героев,46.21758270263672
89752,вдохновение,вдохновение,вдохновение,46.24531173706055
108552,конструктивизм,конструктивизм,конструктивизм,46.25566864013672
138480,пробег,пробег,пробег,46.259918212890625
169669,Су 24М,Су24М,Су24М,46.27154541015625
156486,эрмитаж,эрмитаж,эрмитаж,46.30805969238281
87141,бауманская,бауманская,бауманская,46.334228515625
156450,эльбрус,эльбрус,эльбрус,46.34027862548828
19108,Грачонок,Грачонок,Грачонок,46.356597900390625
59506,Почта Маркет,ПочтаМаркет,Почта Маркет,46.37700653076172
130095,поджог,поджог,поджог,46.38775634765625
84478,автокресло,автокресло,авто кресло,46.392120361328125
75650,Суровикин,Суровикин,Суровикин,46.39958190917969
167728,Петровка 38,Петровка38,Петровка 38,46.40339279174805
94687,день ангела,деньангела,день ангела,46.407257080078125
120077,наши герои,нашигерои,наши герои,46.40812683105469
55500,Питкерн,Питкерн,Питкерн,46.427799224853516
69910,Селектор МО,СелекторМО,Селектор МО,46.43907165527344
75925,Сызрань,Сызрань,Сы зрань,46.52691650390625
105464,кадровая служба,кадроваяслужба,кадровая служба,46.54965591430664
18414,Гонка Героев,ГонкаГероев,Гонка Героев,46.561527252197266
155744,что делать если,чтоделатьесли,что делать если,46.56660461425781
65947,Револьвер,Револьвер,Револьвер,46.598079681396484
22878,День Печати,ДеньПечати,День Печати,46.6251220703125
113341,медведково,медведково,медведково,46.63813781738281
90804,военное образование,военноеобразование,военное образование,46.64077377319336
162387,Вопрос _ дня,Вопрос_дня,Вопрос _ дня,46.67303466796875
153384,хельсинки,хельсинки,хельсинки,46.677452087402344
91293,вор в законе,ворвзаконе,вор в законе,46.68348693847656
50078,Норвегия,Норвегия,Норвегия,46.69758987426758
170207,ЧАЭС 30,ЧАЭС30,ЧАЭС 30,46.703514099121094
49387,Новая Звезда,НоваяЗвезда,Новая Звезда,46.72447204589844
82726,ШИСБр,ШИСБр,ШИ С Б р,46.73479080200195
168419,СВЛ 314,СВЛ314,СВЛ 314,46.75135803222656
124946,отдел полиции,отделполиции,отдел полиции,46.7514762878418
379,Авиация СССР,АвиацияСССР,Авиация СССР,46.79052734375
37589,Кубок моря,Кубокморя,Кубок моря,46.81535720825195
68828,Сан Хуан,СанХуан,Сан Хуан,46.85464096069336
104421,интересный факт,интересныйфакт,интересный факт,46.875244140625
145571,скорая помощь,скораяпомощь,скорая помощь,46.87736511230469
125070,открывая Россию,открываяРоссию,открывая Россию,46.88506317138672
120910,нидерланды,нидерланды,нидерланды,46.917659759521484
30798,Ингушетия,Ингушетия,Ингушетия,46.923545837402344
26786,Дети герои,Детигерои,Дети герои,46.932891845703125
64933,Профессии МЧС,ПрофессииМЧС,Профессии МЧС,46.93775939941406
49908,Новости МЧС,НовостиМЧС,Новости МЧС,46.941322326660156
154913,черная пятница,чернаяпятница,черная пятница,46.95085906982422
34410,Кинотавр,Кинотавр,Кинотавр,46.951961517333984
60997,Почта маркет,Почтамаркет,Почта маркет,46.99290084838867
75592,Суворовцы,Суворовцы,Суворовцы,47.00642395019531
84240,авиапочта,авиапочта,авиа почта,47.05672073364258
169757,Т 72Б3,Т72Б3,Т72Б3,47.07991027832031
104093,интересно знать,интереснознать,интересно знать,47.083824157714844
86090,альпинист,альпинист,альпинист,47.08995056152344
17547,Герои Отечества,ГероиОтечества,Герои Отечества,47.11631774902344
90252,вечная память,вечнаяпамять,вечная память,47.14909744262695
136006,почтовые ящики,почтовыеящики,почтовые ящики,47.1861572265625
130242,подписчики,подписчики,подписчики,47.18998718261719
91615,вызов полиции,вызовполиции,вызов полиции,47.19754409790039
93383,гольяново,гольяново,гольяново,47.20372009277344
48530,Нарьян Мар,НарьянМар,Нарьян Мар,47.2650032043457
50345,Общественный Совет,ОбщественныйСовет,Общественный Совет,47.2696418762207
79236,Финляндия,Финляндия,Финляндия,47.278377532958984
26238,Дерево Добра,ДеревоДобра,Дерево Добра,47.28217315673828
113407,медвежата,медвежата,медвежата,47.28394317626953
59262,Почта Артека,ПочтаАртека,Почта Артека,47.29864501953125
10333,Водолазы,Водолазы,Водолазы,47.30617904663086
95092,день донора,деньдонора,день донора,47.311588287353516
105835,каналы связи,каналысвязи,каналы связи,47.344730377197266
141722,роскомнадзор,роскомнадзор,роском надзор,47.34783172607422
54980,Петрозаводск,Петрозаводск,Петро заводск,47.348106384277344
1974,Ансамбль,Ансамбль,Ан самбль,47.35036087036133
125786,открытка из,открыткаиз,открытка из,47.407936096191406
138347,прием граждан,приемграждан,прием граждан,47.40974426269531
173444,привет _ из,привет_из,привет_из,47.415035247802734
154008,хулиганство,хулиганство,хулиганство,47.47329330444336
31928,Историческая Дата,ИсторическаяДата,Историческая Дата,47.474586486816406
65380,Пятигорск,Пятигорск,Пятигорск,47.47678756713867
127757,письма великих,письмавеликих,письма великих,47.48213195800781
24712,День Учителя,ДеньУчителя,День Учителя,47.497833251953125
132470,полиция москвы,полициямосквы,полиция москвы,47.49884033203125
2771,Архангельск,Архангельск,Архангельск,47.529808044433594
133782,почта в кино,почтавкино,почта вкино,47.56463623046875
80737,Цитата МЧС,ЦитатаМЧС,Цитата МЧС,47.57246017456055
61444,Почтовая Дорога,ПочтоваяДорога,Почтовая Дорога,47.585166931152344
83580,Юбилеи,Юбилеи,Ю билеи,47.60715103149414
137547,презентация,презентация,презентация,47.6116943359375
56254,Пожарные Москвы,ПожарныеМосквы,Пожарные Москвы,47.62650680541992
50573,Одна На Всех,ОднаНаВсех,Одна На Всех,47.652435302734375
151781,у гибдд,угибдд,угибдд,47.68881607055664
157242,яркая звезда,яркаязвезда,яркая звезда,47.6895751953125
68979,Сбавь Скорость,СбавьСкорость,Сбавь Скорость,47.712135314941406
85073,автоподставы,автоподставы,авто подставы,47.730125427246094
91042,военный парад,военныйпарад,военный парад,47.738380432128906
59598,Почта Победы,ПочтаПобеды,Почта Победы,47.792049407958984
151496,тургеневская,тургеневская,тургеневская,47.81943130493164
15306,Восточный пруд,Восточныйпруд,Восточный пруд,47.822120666503906
98144,для животных,дляживотных,для животных,47.87270736694336
139642,проституция,проституция,проституция,47.91236114501953
36848,Коста Рика,КостаРика,Коста Рика,47.92774963378906
148946,с праздником,спраздником,спраздником,47.938148498535156
28173,Дягилево,Дягилево,Дягилево,47.93958282470703
109041,коптево,коптево,ко птево,47.944366455078125
148517,спешная почта,спешнаяпочта,спешная почта,47.96337890625
73529,Социальная Защита,СоциальнаяЗащита,Социальная Защита,47.9827880859375
169719,Су 30СМ,Су30СМ,Су 30СМ,47.98637771606445
68673,Саманта Смит,СамантаСмит,Саманта Смит,47.99637985229492
24323,День Следователя,ДеньСледователя,День Следователя,48.014827728271484
92365,галаконцерт,галаконцерт,гала концерт,48.03020477294922
111067,лжеврач,лжеврач,лжев рач,48.03337860107422
142757,салон связи,салонсвязи,салон связи,48.077110290527344
146535,снова в школу,сновавшколу,снова в школу,48.10150146484375
81945,Чистый берег,Чистыйберег,Чистый берег,48.102935791015625
53097,Открывая Россию,ОткрываяРоссию,Открывая Россию,48.11427688598633
8351,Верхотурье,Верхотурье,Верхотурье,48.11549758911133
83249,Эребуни,Эребуни,Эребуни,48.15517044067383
87259,безопасность детей,безопасностьдетей,безопасность детей,48.159000396728516
72212,Снайперы,Снайперы,Снайперы,48.16450881958008
156902,ювелирный,ювелирный,ювелирный,48.17182159423828
150129,текстильщики,текстильщики,текстильщики,48.17273712158203
80858,Час Земли,ЧасЗемли,Час Земли,48.176029205322266
27268,Дмитрий Донской,ДмитрийДонской,Дмитрий Донской,48.193729400634766
95160,день животных,деньживотных,день животных,48.22819900512695
39849,МЧС Москвы,МЧСМосквы,МЧС Москвы,48.27400588989258
158067,12 стульев,12стульев,12 стульев,48.301204681396484
38584,Лица МЧС,ЛицаМЧС,Лица МЧС,48.30772399902344
114786,микрозайм,микрозайм,микрозайм,48.327205657958984
121371,новокосино,новокосино,ново косино,48.33203887939453
67177,Русская Кавалерия,РусскаяКавалерия,Русская Кавалерия,48.340789794921875
73232,Соревнования,Соревнования,Соревнования,48.38507843017578
169859,Ту 95МС,Ту95МС,Ту 95МС,48.390872955322266
126972,пассажир,пассажир,пасса жир,48.40593719482422
89420,вам любимые,вамлюбимые,вам любимые,48.43732833862305
51145,Оперативное Событие,ОперативноеСобытие,Оперативное Событие,48.44755172729492
5600,Болельщики,Болельщики,Болельщики,48.45732879638672
169828,Ту 22М3,Ту22М3,Ту22М3,48.468223571777344
107044,кино о почте,киноопочте,кино опочте,48.52238464355469
113465,медвеженок,медвеженок,медвеженок,48.52616882324219
172456,мвд 57,мвд57,м в д 57,48.55706024169922
134347,почтальон,почтальон,почтальон,48.56193923950195
94760,день выпускника,деньвыпускника,день выпускника,48.5622673034668
61238,Почта подписывает,Почтаподписывает,Почта подписывает,48.60025405883789
122060,обратный отсчет,обратныйотсчет,обратный от счет,48.67307662963867
7188,Вектор Спасения,ВекторСпасения,Вектор Спасения,48.67726516723633
55307,Пиноккио,Пиноккио,Пиноккио,48.69190979003906
167469,ПМЭФ 2017,ПМЭФ2017,ПМЭФ 2017,48.729652404785156
77557,Техника МЧС,ТехникаМЧС,Техника МЧС,48.731990814208984
66571,Роман Филипов,РоманФилипов,Роман Филипов,48.752845764160156
97320,дерево добра,дереводобра,дерево добра,48.76355743408203
167373,ПМЭФ 2014,ПМЭФ2014,ПМЭФ 2014,48.76869201660156
11176,Военная Техника,ВоеннаяТехника,Военная Техника,48.776771545410156
18513,Горная Подготовка,ГорнаяПодготовка,Горная Подготовка,48.79865264892578
150820,толмачево,толмачево,толмачево,48.802120208740234
162513,День _ знаний,День_знаний,День_знаний,48.814292907714844
80034,Хеллоуин,Хеллоуин,Хеллоуин,48.81529235839844
129197,питстоп,питстоп,пит стоп,48.82707214355469
145722,скоро в школу,скоровшколу,скоров школу,48.86370849609375
167421,ПМЭФ 2016,ПМЭФ2016,ПМЭФ 2016,48.86456298828125
61962,Почтовые Названия,ПочтовыеНазвания,Почтовые Названия,48.8735466003418
28266,Екатеринбург,Екатеринбург,Екатеринбург,48.87928009033203
106107,каталог подарков,каталогподарков,каталог подарков,48.8883171081543
112856,маячная почта,маячнаяпочта,маячная почта,48.93017578125
86357,ангельская почта,ангельскаяпочта,ангельская почта,48.95886993408203
137290,правопорядок,правопорядок,право порядок,48.98095703125
51923,Орлёнок,Орлёнок,Орлёнок,49.017982482910156
34173,Кино Почта России,КиноПочтаРоссии,Кино Почта России,49.02580261230469
88389,боевая подготовка,боеваяподготовка,боевая подготовка,49.02594757080078
172472,мвд 77,мвд77,м в д 77,49.028560638427734
136321,почтовый кот,почтовыйкот,почтовый к от,49.028900146484375
115556,молжаниновский,молжаниновский,молжаниновский,49.03444290161133
136404,почтовый музей,почтовыймузей,почтовый музей,49.05044937133789
142545,сайт Почты России,сайтПочтыРоссии,сайт Почты России,49.09743881225586
163703,Ил 78 М,Ил78М,Ил 78М,49.10635757446289
85462,автострахование,автострахование,авто страхование,49.119384765625
120252,незамерзайка,незамерзайка,не замер зайка,49.130924224853516
962,Азербайджан,Азербайджан,Азербайджан,49.136253356933594
5678,Большая Почтовая,БольшаяПочтовая,Большая Почтовая,49.15177917480469
6808,Вам Любимые,ВамЛюбимые,Вам Любимые,49.17529296875
84353,автозапчасти,автозапчасти,авто запчасти,49.196102142333984
87572,бескудниково,бескудниково,бескудниково,49.19612121582031
121573,новый арбат,новыйарбат,новый арбат,49.23638916015625
167217,Орлан 10,Орлан10,Орлан 10,49.25168228149414
17497,Герои МЧС,ГероиМЧС,Герои МЧС,49.275421142578125
105645,как это устроено,какэтоустроено,как это устроено,49.32220458984375
83720,Южное Бутово,ЮжноеБутово,Южное Бутово,49.36376190185547
72460,Совет МЧС,СоветМЧС,Совет МЧС,49.38569641113281
151374,тройняшки,тройняшки,тройняшки,49.40758514404297
139962,психолог,психолог,психолог,49.41117477416992
129283,платная парковка,платнаяпарковка,платная парковка,49.41120147705078
13500,Военные Сборы,ВоенныеСборы,Военные Сборы,49.4371337890625
122221,обручевский,обручевский,обручевский,49.445037841796875
79725,Фрида Кало,ФридаКало,Фрида Кало,49.44908142089844
99752,дядя степа,дядястепа,дядя степа,49.462158203125
79966,Харбмайдон,Харбмайдон,Харбмайдон,49.48798370361328
120778,нет дтп,нетдтп,нет д тп,49.50798416137695
149838,тайна переписки,тайнапереписки,тайна переписки,49.51097869873047
152048,улицы героев,улицыгероев,улицы героев,49.514747619628906
6737,ВУНЦВВС,ВУНЦВВС,ВУНЦ ВВС,49.53650665283203
98893,доставка почтой,доставкапочтой,доставка почтой,49.61485290527344
77132,Телепередачи,Телепередачи,Теле передачи,49.63470458984375
112973,мвд алтай,мвдалтай,мвдалтай,49.642913818359375
55372,Письмо с завода,Письмосзавода,Письмо с завода,49.64666748046875
173252,новый год 2016,новыйгод2016,новый год 2016,49.64888381958008
79030,Учения МЧС,УченияМЧС,Учения МЧС,49.656089782714844
86158,амурская осень,амурскаяосень,амурская осень,49.66061019897461
50759,Олег Баранов,ОлегБаранов,Олег Баранов,49.661903381347656
54028,Памятные Даты,ПамятныеДаты,Памятные Даты,49.66344451904297
53916,Памятная Дата,ПамятнаяДата,Памятная Дата,49.669822692871094
66485,Роза Хутор,РозаХутор,Роза Хутор,49.6966438293457
55758,Поддельные Документы,ПоддельныеДокументы,Поддельные Документы,49.70274353027344
137651,преображенское,преображенское,преображенское,49.721099853515625
70851,Сингапур,Сингапур,Син гапур,49.723655700683594
84000,Яков Беляев,ЯковБеляев,Яков Беляев,49.74319839477539
24603,День Танкиста,ДеньТанкиста,День Танкиста,49.7996940612793
2857,Архивные Материалы,АрхивныеМатериалы,Архивные Материалы,49.829498291015625
110583,левобережный,левобережный,левобережный,49.82979202270508
107528,коллекционирование,коллекционирование,коллекционирование,49.83787536621094
13645,Военный Парад,ВоенныйПарад,Военный Парад,49.838279724121094
114950,миротворцы,миротворцы,мир отворцы,49.87022018432617
100432,живая зебра,живаязебра,живая зебра,49.88511657714844
12397,Военное Образование,ВоенноеОбразование,Военное Образование,49.90946960449219
127963,письма любимым,письмалюбимым,письма любимым,49.91300964355469
146662,соболь Феликс,собольФеликс,соболь Феликс,49.92680358886719
39917,МЧС РОССИИ,МЧСРОССИИ,МЧ СРОССИИ,49.930580139160156
165309,МЧС _ 112,МЧС_112,МЧС_112,49.953861236572266
7848,Великий Новгород,ВеликийНовгород,Великий Новгород,49.977378845214844
17235,ГУЭБиПК,ГУЭБиПК,ГУЭ БиПК,49.984806060791016
45970,Молодежь России,МолодежьРоссии,Молодежь России,50.04881286621094
117123,музей почты,музейпочты,музей почты,50.05852127075195
84150,Ярославль,Ярославль,Ярославль,50.05889892578125
112045,лучшее детям,лучшеедетям,лучшее детям,50.073944091796875
87012,барсеточник,барсеточник,бар се точник,50.07421112060547
33169,Кадровая Служба,КадроваяСлужба,Кадровая Служба,50.08684539794922
86699,асцпитер,асцпитер,ас цпитер,50.096412658691406
30851,Индивидуальное,Индивидуальное,Индивидуальное,50.11564636230469
160982,БТР 82 А,БТР82А,БТР82А,50.14203643798828
2046,Антарктида,Антарктида,Антарктида,50.175846099853516
135811,почтовые рекорды,почтовыерекорды,почтовые рекорды,50.2380256652832
10866,Военная Полиция,ВоеннаяПолиция,Военная Полиция,50.248531341552734
46622,МосВМУ,МосВМУ,Мос ВМУ,50.26356887817383
89901,велосипед,велосипед,вело сипед,50.28902053833008
129635,подарки близким,подаркиблизким,подарки близким,50.37001419067383
19361,ДЕТИ ГЕРОИ,ДЕТИГЕРОИ,ДЕТИГЕРОИ,50.37523651123047
103785,импрессионизм,импрессионизм,импрессионизм,50.402427673339844
24812,День Флага России,ДеньФлагаРоссии,День Флага России,50.429325103759766
70635,Сергей Лавочкин,СергейЛавочкин,Сергей Лавочкин,50.47254180908203
14169,Вопрос МЧС,ВопросМЧС,Вопрос МЧС,50.485984802246094
50132,Ночь Музеев,НочьМузеев,Ночь Музеев,50.48912048339844
97505,дети рисуют,детирисуют,дети рисуют,50.54841232299805
168613,Селенга 2017,Селенга2017,Селенга 2017,50.571510314941406
72518,Современные Технологии,СовременныеТехнологии,Современные Технологии,50.599281311035156
76975,Тверское СВУ,ТверскоеСВУ,Тверское СВУ,50.601478576660156
130937,полевая почта,полеваяпочта,полевая почта,50.6097297668457
99694,дядя Степа,дядяСтепа,дядя Степа,50.61968994140625
65766,Ракетные Войска,РакетныеВойска,Ракетные Войска,50.65898895263672
138061,пресс служба,прессслужба,пресс служба,50.66606903076172
111634,ломоносовский,ломоносовский,ломоно совский,50.670230865478516
113550,медиа полиция,медиаполиция,медиа полиция,50.682212829589844
36627,Космические Войска,КосмическиеВойска,Космические Войска,50.7050666809082
127164,пенсионер,пенсионер,пенсионер,50.71127700805664
132353,полиция детям,полициядетям,полиция детям,50.712989807128906
131162,поле чудес,полечудес,по ле чудес,50.719451904296875
155535,читающий школьник,читающийшкольник,читающий школьник,50.7200813293457
54523,Парк Патриот,ПаркПатриот,Парк Патриот,50.736839294433594
35036,Коммунальная Авария,КоммунальнаяАвария,Коммунальная Авария,50.75790023803711
97897,детский отдых,детскийотдых,детский отдых,50.775428771972656
46690,Мосгордума,Мосгордума,Мос гордума,50.790435791015625
120614,необычная почта,необычнаяпочта,не обычная почта,50.82001876831055
21032,День Героев России,ДеньГероевРоссии,День Героев России,50.834617614746094
134402,почтальоны,почтальоны,почтальоны,50.84325408935547
13367,Военные Медики,ВоенныеМедики,Военные Медики,50.8623046875
133462,почта Германии,почтаГермании,почта Германии,50.86277389526367
82898,Щит и Меч,ЩитиМеч,Щити Меч,50.917686462402344
73726,Социальное Развитие,СоциальноеРазвитие,Социальное Развитие,50.92718505859375
69599,Северный Кавказ,СеверныйКавказ,Северный Кавказ,50.97319412231445
56079,Подними Голову,ПоднимиГолову,Подними Голову,50.97895050048828
67494,Русские Витязи,РусскиеВитязи,Русские Витязи,50.98143768310547
123561,ограничение движения,ограничениедвижения,ограничение движения,51.00320053100586
80800,Цифра Дня,ЦифраДня,Цифра Дня,51.00553894042969
124374,орден Мужества,орденМужества,орден Мужества,51.0152473449707
76109,Таджикистан,Таджикистан,Таджики стан,51.047672271728516
46871,Мотострелки,Мотострелки,Мото стрелки,51.07057571411133
105973,карт максимум,картмаксимум,карт максимум,51.10084915161133
169773,Ту 142М3,Ту142М3,Ту142М3,51.104408264160156
53576,ПРАВО знание,ПРАВОзнание,ПРАВО знание,51.10660171508789
169687,Су 24МР,Су24МР,Су 24МР,51.14305877685547
119149,наркопритон,наркопритон,нар копритон,51.151763916015625
110950,лето алисы,летоалисы,лето алисы,51.18112564086914
6244,Будни МЧС,БудниМЧС,Будни МЧС,51.24378204345703
113033,мвд детям,мвддетям,м в ддетям,51.27242660522461
81149,Черемхово,Черемхово,Черем хово,51.284019470214844
34666,Коллегия МОРФ,КоллегияМОРФ,Коллегия МОРФ,51.289058685302734
37458,Кубок Гагарина,КубокГагарина,Кубок Гагарина,51.29535675048828
69437,Северная Осетия,СевернаяОсетия,Северная Осетия,51.32722091674805
68434,СМИ ОБ МЧС,СМИОБМЧС,СМИ ОБМЧС,51.370113372802734
8430,Ветераны ВОВ,ВетераныВОВ,Ветераны ВОВ,51.376502990722656
49479,Новая Зеландия,НоваяЗеландия,Новая Зеландия,51.396854400634766
104571,интернет безопасность,интернетбезопасность,интернет безопасность,51.427364349365234
62399,Почтовый Блогер,ПочтовыйБлогер,Почтовый Блогер,51.42766189575195
52940,Отзывы Клиентов,ОтзывыКлиентов,Отзывы Клиентов,51.50265884399414
79165,Факты МЧС,ФактыМЧС,Факты МЧС,51.54652404785156
150695,товарищ сухов,товарищсухов,товарищ сухов,51.586204528808594
69746,Североморск,Североморск,Североморск,51.58929443359375
136143,почтовый блогер,почтовыйблогер,почтовый блогер,51.5922737121582
116383,мототранспорт,мототранспорт,мото транспорт,51.60179901123047
39429,Лыжный Поход,ЛыжныйПоход,Лыжный Поход,51.603519439697266
159682,70 лет Победы,70летПобеды,70 лет Победы,51.62917709350586
76635,Танковые Войска,ТанковыеВойска,Танковые Войска,51.62926483154297
121442,новосибирск,новосибирск,новосибирск,51.64973449707031
120801,нет коррупции,неткоррупции,нет коррупции,51.662628173828125
128955,питер держись,питердержись,питер держись,51.66864776611328
171128,важно _ знать,важно_знать,важно_знать,51.68146514892578
173369,петровка 38,петровка38,петровка 38,51.73237991333008
89957,велосипеды,велосипеды,велосипеды,51.739601135253906
99066,доступное право,доступноеправо,доступное право,51.81514358520508
117881,навечно в строю,навечновстрою,на вечно встрою,51.83700942993164
77084,Твин Пикс,ТвинПикс,Твин Пикс,51.84547424316406
123905,олимпиада,олимпиада,олим пиада,51.89655303955078
130495,поклонная гора,поклоннаягора,поклонная гора,51.93168640136719
38189,Летная Подготовка,ЛетнаяПодготовка,Летная Подготовка,51.94165802001953
