,gold,characters,hypothesis,value
75708,hot ass pact 2009,hotasspact2009,hot ass pact 2009,48.782676696777344
57581,what coty is not doing,whatcotyisnotdoing,whatcoty is not doing,48.951908111572266
9445,kwinana freeway,kwinanafreeway,kwinana freeway,49.05204391479492
70624,tweet b4 U eat,tweetb4Ueat,tweet b4Ueat,49.21403121948242
67786,misha needs chapstick,mishaneedschapstick,misha needs chapstick,50.19989776611328
31740,twitter iss toooooooooo pid,twitterisstoooooooooopid,twitter is stoooooooooopid,51.00965881347656
32679,hire sweets of georgia,hiresweetsofgeorgia,hiresweetsofgeorgia,52.046836853027344
69471,no bitch assness friday,nobitchassnessfriday,no bitch ass ness friday,52.87637710571289
56514,sad rake shaker 09,sadrakeshaker09,sadrake shaker09,53.16154098510742
20138,iPhone For Alonis,iPhoneForAlonis,iPhone For Alonis,53.74885177612305
73643,BEA twitty party,BEAtwittyparty,BE A twitty party,55.0399055480957
73232,weathermen R never right,weathermenRneverright,weathermen R never right,56.014522552490234
77313,DUMB friend thatz me,DUMBfriendthatzme,DUMB friend thatz me,56.787620544433594
29846,i hate rotoscoping 4eva,ihaterotoscoping4eva,i hate rotoscoping4eva,56.999332427978516
49307,never gonna mount ta nuthin,nevergonnamounttanuthin,never gonna mount ta nuthin,57.117164611816406
63243,im deprived tonight and i dont like it,imdeprivedtonightandidontlikeit,imdeprivedtonight and i dont like it,59.51603698730469
61030,i hearts you harder like whoa,iheartsyouharderlikewhoa,i hearts you harder like whoa,60.54375457763672
45955,Song Stuck In My Head When I Woke Up,SongStuckInMyHeadWhenIWokeUp,Song StuckInMyHead When I Woke Up,61.37681579589844
47852,OHIO is 4 thrillaz,OHIOis4thrillaz,OHIO is 4thrillaz,63.19320297241211
45365,baby song song is all il know now,babysongsongisallilknownow,babysong song is allil know now,76.23538208007812
53348,let wells have spotify back on her computer,letwellshavespotifybackonhercomputer,let wellshavespotify back on her computer,80.35760498046875
59092,i already sold my soul to plants vs zombies,ialreadysoldmysoultoplantsvszombies,i already sold my soul toplantsvszombies,80.82654571533203
4925,still not ready for 100 degree weather but luv Phx,stillnotreadyfor100degreeweatherbutluvPhx,stillnotready for 100 degree weather butluvPhx,87.84208679199219
42046,All Time Low Suck More Cock Than A Well Paid Whore,AllTimeLowSuckMoreCockThanAWellPaidWhore,All Time Low SuckMore CockThanA WellPaidWhore,101.20877075195312
