,hashtags,goldtruths
1442,bpal,"['BPAL', 'bpal']"
1443,p2p,['p2p']
1444,Emergence,['emergence']
1445,FarrahFawcettRIP,['Farrah Fawcett rip']
1446,fantasyfrost,['fantasy frost']
1447,FlowchartFriday,['Flowchart Friday']
1448,qaf,"['QAF', 'qaf']"
1449,groban,['Groban']
1450,tad,['tad']
1451,deefamouss,['dee famouss']
1452,predictivetext,['predictive text']
1453,UX,['UX']
1454,coolpeople,['cool people']
1455,project1903,"['project 1903', 'project1903']"
1456,PartnerUp,"['partner up', 'PartnerUp']"
1457,c25k,['C25K']
1458,radio,['radio']
1459,openstreetmap,['OpenStreetMap']
1460,rpof,['rpof']
1461,Chow,['Chow']
1462,LALN,"['laln', 'LA LN', 'LALN']"
1463,iphone3G,"['iphone 3g', 'iPhone 3g', 'iPhone 3G']"
1464,Alive,['alive']
1465,quickpwn,['Quick Pwn']
1466,fuzo,['fuzo']
1467,fashion,['fashion']
1468,Replacements,['Replacements']
1469,JamiesTwitchen,['Jamies Twitchen']
1470,kickingandscreaming,['kicking and screaming']
1471,hcn09,['HCN 09']
1472,sad,['sad']
1473,nfjs,['nfjs']
1474,comedy,['comedy']
1475,linesvinesandtryingtimes,['lines vines and trying times']
1476,michaelscofield,"['Michael Scofield', 'michael scofield']"
1477,howitends,['how it ends']
1478,danny,['Danny']
1479,aflfooty,['afl footy']
1480,iwwitation,['iwwitation']
1481,adultbaby,['adult baby']
1482,grandcentral,"['Grand Central', 'grand central']"
1483,GreyPoupon,['Grey Poupon']
1484,tomhanks,['Tom Hanks']
1485,iphoneupdateiscrap,['Iphone update is crap']
1486,tmi,"['tmi', 'TMI']"
1487,BarGurion,['Bar Gurion']
1488,warmfuzzies,['warm fuzzies']
1489,googledocs,"['Google Docs', 'google docs']"
1490,i36,['i36']
1491,nachos,['nachos']
1492,teamftsk,['team ftsk']
1493,followdoddy,['follow doddy']
1494,sandwiches,['sandwiches']
1495,gruenevw,"['gruene vw', 'gruenevw', 'grueneVW']"
1496,military,['military']
1497,LeeshPauGasol,['leesh pau gasol']
1498,originals,['originals']
1499,Chuck,['Chuck']
1500,gsrollcall,"['gs roll call', 'GS Roll Call', 'GS roll call']"
1501,XboxE3,['Xbox E3']
1502,sex,['sex']
1503,Horoscope,['Horoscope']
1504,Igive,['I give']
1505,soapguild09,['Soap Guild 09']
1506,appengine,['app engine']
1507,igate,['IGATE']
1508,twelvehourtuesdays,['twelve hour tuesdays']
1509,dtravels,"['dtravels', 'd travels', 'Dtravels']"
1510,Egypt,['Egypt']
1511,astd09,"['astd09', 'astd 09']"
1512,iancrawford,['Ian Crawford']
1513,Party,['party']
1514,imissjess,"['i miss jess', 'I miss Jess']"
1515,tedxsh,"['tedx sh', 'tedxsh', 'TEDxSh', 'TEDxSH']"
1516,togsfollow,['togs follow']
1517,ImACelebrityGetMeOuttaHere,"['Im a celebrity get me outta here', 'I m a celebrity get me outta here']"
1518,CLC09,"['CLC 09', 'CLC09']"
1519,crows,['crows']
1520,club231,['club 231']
1521,firebird,['Firebird']
1522,aac,"['aac', 'AAC']"
1523,Madagascar,['Madagascar']
1524,teapix,['Teapix']
1525,invisibleshield,['invisible shield']
1526,Kho,['kho']
1527,NewYorkCityBoy,['New York City Boy']
1528,OasisOfFun,['Oasis Of Fun']
1529,iranians,['Iranians']
1530,lifeafterliftoff,"['life after liftoff', 'life after lift off']"
1531,Eclipse,['eclipse']
1532,Michigan,['Michigan']
1533,B09,"['B09', 'B 09']"
1534,brainfail,['brain fail']
1535,firstgig,['first gig']
1536,realfood,['real food']
1537,gameboy,['Game Boy']
1538,PwnageTool,"['pwnagetool', 'PwnageTool']"
1539,bespin,['Bespin']
1540,IPityTheFool,['I pity the fool']
1541,trivia,['trivia']
1542,masterchef,"['master chef', 'Master Chef']"
1543,speed,['speed']
1544,heat,['heat']
1545,game09,['game 09']
1546,stillaTwat,['still a twat']
1547,claritylive,['clarity live']
1548,saab,['saab']
1549,Eugene,['Eugene']
1550,multimania,['Multimania']
1551,AMJ,['amj']
1552,g1freaks,['g1 freaks']
1553,mixero,['Mixero']
1554,MetaKong,['Meta Kong']
1555,TweetiePoll,['Tweetie Poll']
1556,thingsImiss,"['things I miss', 'things i miss']"
1557,antigeek,['anti geek']
1558,returnofthejedi,['Return of the Jedi']
1559,teamym,"['Team YM', 'team ym', 'teamym']"
1560,Mobileme,['MobileMe']
1561,NASA,"['NASA', 'Nasa']"
1562,CheesyWellies,['Cheesy Wellies']
1563,ux,['ux']
1564,harpersglobe,"['harpers globe', 'harper s globe']"
1565,Bioware,"['Bioware', 'bioware']"
1566,Gardners,['Gardners']
1567,baconbot,['bacon bot']
1568,tnb,"['TNB', 'tnb']"
1569,hoppus,['hoppus']
1570,sushi,['sushi']
1571,jumper,['jumper']
1572,hattrick,['hattrick']
1573,haveyouever,['have you ever']
1574,hiring,['hiring']
1575,TwitHive,"['Twit Hive', 'TwitHive']"
1576,mlia,['mlia']
1577,twitlet,['twitlet']
1578,coffeefu,['coffee fu']
1579,sla2009,"['Sla 2009', 'SLA 2009']"
1580,wrongagain,['wrong again']
1581,TEFL,['TEFL']
1582,myfoxny,['my fox ny']
1583,mytwitterrule,['my twitter rule']
1584,coffeesnob,['coffee snob']
1585,MYLIFEISHARD,['my life is hard']
1586,weatherfail,['weather fail']
1587,LakeDistrict,['Lake District']
1588,Rafa,['Rafa']
1589,boyinthestripedpyjamas,['boy in the striped pyjamas']
1590,tvot,['TVOT']
1591,todady,"['todady', 'to dady']"
1592,itshelensfault,"['its helens fault', 'it s helen s fault', 'its helens fault', 'it s helens fault', 'its Helens fault', 'it s Helen s fault']"
1593,ambientintimacy,['ambient intimacy']
1594,cuppa,"['cuppa', 'Cuppa']"
1595,evil,['evil']
1596,side5,"['side 5', 'side5']"
1597,klouva,['klouva']
1598,Panvel,['Panvel']
1599,Dutch,['dutch']
1600,nacba09,['nacba 09']
1601,webcamp,"['webcamp', 'Web Camp', 'web camp']"
1602,unfollowed,['unfollowed']
1603,latitude,['latitude']
1604,mugrads2009,"['MU Grads 2009', 'mu grads 2009']"
1605,scoop,['scoop']
1606,NetPLAYER,['Net PLAYER']
1607,whereisjoeymcintyre,"['where is Joey Mcintyre', 'where is joey mcintyre']"
1608,hrst,"['hrst', 'HRST']"
1609,mygarage,['my garage']
1610,europride,['Europride']
1611,Bruno,['Bruno']
1612,talesfrmsurbs,['tales frm surbs']
1613,life,['life']
1614,crossingtherubicon,['crossing the rubicon']
1615,books,['books']
1616,myonid,"['my on id', 'myonid', 'Myon id', 'myON ID', 'MyONID']"
1617,henry,['Henry']
1618,blogout09,"['Blogout09', 'blogout 09', 'Blogout 09', 'blogout 09', 'blogout  09']"
1619,schwaben,['schwaben']
1620,bed,['bed']
1621,fishfinger,['fish finger']
1622,Farrah,['Farrah']
1623,AdobeMAX,['AdobeMAX']
1624,oldschoolsongs,['old school songs']
1625,TitianTuesday,"['TitianTuesday', 'Titian Tuesday']"
1626,capitalism,['capitalism']
1627,Malta09,['Malta 09']
1628,CLE,['CLE']
1629,raindelay,['rain delay']
1630,boulot,['boulot']
1631,nowihavetocutnpaste,['now i have to cut n paste']
1632,FunFact,"['Fun Fact', 'fun fact']"
1633,snooker,['snooker']
1634,boringbutreal,"['Boring but real', 'boring but real']"
1635,worstforlastminuteevents,['worst for last minute events']
1636,YYZ,['yyz']
1637,Budapest,['Budapest']
1638,pumas,"['Pumas', 'pumas']"
1639,shakeology,['shakeology']
1640,NAPP,['NAPP']
1641,Transformers,['Transformers']
1642,reyes,"['reyes', 'Reyes']"
1643,VirtualBox3,"['virtual box 3', 'VirtualBox 3', 'virtualbox 3']"
1644,sigint,['Sigint']
1645,FVCP,['FVCP']
1646,farmtown,['farm town']
1647,heybabyhowyoudoin,['hey baby how you doin']
1648,Polaroid,['Polaroid']
1649,banff,['banff']
1650,aguywhoknowsaguy,['a guy who knows a guy']
1651,TDC09,['TDC 09']
1652,wlpics,['WLPics']
1653,ice,['ice']
1654,fring,['fring']
1655,Casualty,"['Casualty', 'casualty']"
1656,GNO,"['GNO', 'gno']"
1657,idontunderstand,"['i dont understand', 'i don t understand', 'I dont understand', 'I don t understand']"
1658,greenpics,['green pics']
1659,Project,['Project']
1660,naturalnaps,['natural naps']
1661,GDJB,['GDJB']
1662,drunk_bowling,['drunk _ bowling']
1663,KBAC,['KBAC']
1664,ynp,['ynp']
1665,littlebigplanet,"['little big planet', 'littlebigplanet']"
1666,green4iran,['green 4 iran']
1667,gumtree,"['gum tree', 'gumtree']"
1668,donated,['donated']
1669,lordsexpenses,['lords expenses']
1670,symphonycms,"['Symphony CMS', 'symphony cms']"
1671,earthday,['earth day']
1672,philippines,['Philippines']
1673,codr,"['codr', 'Codr']"
1674,abundance,['abundance']
1675,vacation,['vacation']
1676,crownvic,"['Crown vic', 'crown vic']"
1677,contests,"['Contests', 'contests']"
1678,whyITweet,"['why I Tweet', 'why I tweet', 'why i tweet']"
1679,iancurtis,['Ian Curtis']
1680,office2008,['office 2008']
1681,toastmasters,['Toastmasters']
1682,spinning,['spinning']
1683,REcon,"['RE con', 'REcon']"
1684,fasttrack,['fast track']
1685,iloveyou,"['I love you', 'i love you']"
1686,poo,['poo']
1687,Cubs,['Cubs']
1688,moaner,['moaner']
1689,REASONSFORLEAVINGTHELASTJOB,['REASONS FOR LEAVING THE LAST JOB']
1690,ic3,"['ic3', 'ic 3', 'IC 3']"
1691,YOUNOWTWEETINGWITHTHEREALEST,['YOU NOW TWEETING WITH THE REALEST']
1692,Everyone,['Everyone']
1693,smm09,"['smm09', 'SMM 09']"
1694,gymtime,['gym time']
1695,ultrasn0w,['ultrasn0w']
1696,itsoverforthat,"['its over for that', 'it s over for that']"
1697,piccolospoleto,"['piccolo spoleto', 'Piccolo Spoleto']"
1698,morebonding,['more bonding']
1699,budget09,['budget 09']
1700,sucks,['sucks']
1701,tinychat,['Tinychat']
1702,BizTechDay,['Biz Tech Day']
1703,socialscope,['social scope']
1704,touch,['touch']
1705,PhotoFriday,['Photo Friday']
1706,shavam,['shavam']
1707,fotos,['fotos']
1708,ftsk,"['FTSK', 'ftsk']"
1709,Kenseth,['Kenseth']
1710,TweetUp,['TweetUp']
1711,sharethelove,['share the love']
1712,GLXP,['GLXP']
1713,elephantMemory,['Elephant Memory']
1714,musicwednesday,['music wednesday']
1715,euvalet,['eu valet']
1716,nosy,['nosy']
1717,virgintrains,['virgin trains']
1718,MWMI,"['MWMI', 'mwmi']"
1719,Towerkop,['Towerkop']
1720,babywearing,"['babywearing', 'baby wearing']"
1721,Bingum,['Bingum']
1722,tcot,"['TCOT', 'tcot']"
1723,klr650,['KLR 650']
1724,weed,['weed']
1725,nbaplayoffs,['NBA playoffs']
1726,gimmefailwhale,['gimme fail whale']
1727,rainbowridge,['rainbow ridge']
1728,iforum,['iforum']
1729,Twitition,['twitition']
1730,euval,['Eu val']
1731,big,['big']
1732,mgp,['MGP']
1733,ooxml,"['OOXML', 'oo xml', 'ooxml']"
1734,ac2c,"['AC2C', 'ac2c']"
1735,ccmusic,['cc music']
1736,PTQ,['PTQ']
1737,mscantalk,['mScan talk']
1738,southafrica,['South Africa']
1739,Starstrukk,['Starstrukk']
1740,LARiots,"['la riots', 'LA riots']"
1741,edumedia09,['edumedia 09']
1742,ferretfrolic,"['Ferret Frolic', 'ferret frolic']"
1743,itlexington,"['it lexington', 'IT Lexington']"
1744,NALA09,"['NALA 09', 'NALA09']"
1745,lonws09,['lONWS 09']
1746,cruelboxes,['cruel boxes']
1747,fakequote,['fake quote']
1748,hostmonster,['HostMonster']
1749,greatidea,['great idea']
1750,codeworks,['code works']
1751,sometimes,['sometimes']
1752,subzero09,['subzero 09']
1753,DNK,['DNK']
1754,twago,['Twago']
1755,pl,['pl']
1756,migraine,['migraine']
1757,majorfail,['major fail']
1758,Desperate,['Desperate']
1759,indicom,['indicom']
1760,idea,"['idea', 'IDEA']"
1761,Keane,['Keane']
1762,passionpit,['passion pit']
1763,secretmeetings,['secret meetings']
1764,p0pnsex,['p0p n sex']
1765,liberty,['liberty']
1766,inspire,['inspire']
1767,SDCC,['SDCC']
1768,votediversty,['vote diversty']
1769,ttiv,"['TTIV', 'ttiv']"
1770,Mariners,['Mariners']
1771,DuckRaces,"['Duck Races', 'duck races']"
1772,Twitterfamily,"['twitter family', 'Twitter family']"
1773,salad,['salad']
1774,gregbraden,"['Greg Braden', 'greg braden']"
1775,gdgt,['gdgt']
1776,MissedConnections,['missed connections']
1777,Kodak,['Kodak']
1778,button,['button']
1779,GL,['GL']
1780,shitless,['shitless']
1781,Palmpre,"['Palm pre', 'Palmpre']"
1782,REV3,"['Rev3', 'REV 3', 'REV3']"
1783,vaporoutlet,['vaporoutlet']
1784,GoLakers,['Go Lakers']
1785,gasol,['Gasol']
1786,jambafail,['jamba fail']
1787,gopyouth,['GOP youth']
1788,Fringe,"['Fringe', 'fringe']"
1789,TIGI,"['Tigi', 'TIGI']"
1790,JACK,['JACK']
1791,Hardy,"['Hardy', 'hardy']"
1792,dropbox,"['dropbox', 'Dropbox']"
1793,cook,['cook']
1794,yui,['YUI']
1795,kwod,"['KWOD', 'kwod']"
1796,amen,['amen']
1797,logitech,['logitech']
1798,SocioMat,"['Socio Mat', 'SocioMat', 'socio mat']"
1799,Tupac,['Tupac']
1800,CNBC,"['cnbc', 'CNBC']"
1801,BEA,"['bea', 'BEA']"
1802,Menorca,"['menorca', 'Menorca']"
1803,kerala,"['kerala', 'Kerala']"
1804,justadded,['just added']
1805,Twittwoch,"['Twittwoch', 'twit twoch']"
1806,samsparro,"['Sam Sparro', 'sam sparro']"
1807,Ilikefranchiseking,['I like franchise king']
1808,kodychamberlain,"['kody chamberlain', 'Kody Chamberlain']"
1809,hovsays,['hov says']
1810,somali,['somali']
1811,appalachaintrail,['appalachain trail']
1812,coldboot,['cold boot']
1813,Freeze,['freeze']
1814,shoesongs,['shoe songs']
1815,nocommentisacomment,['no comment is a comment']
1816,RDP,['RDP']
1817,livesvines,"['lives vines', 'Lives vines']"
1818,SF,['SF']
1819,tedxtokyo,"['TEDxTokyo', 'TEDx Tokyo']"
1820,Geocaching,['Geocaching']
1821,pilates,['pilates']
1822,RDB,"['RDB', 'rdb']"
1823,tworgy,['tworgy']
1824,GoodMorning,"['Good Morning', 'good morning']"
1825,Bloomingdales,['Bloomingdales']
1826,startuphb,"['startuphb', 'startup hb', 'start up hb', 'startup hb', 'StartupHB']"
1827,Kettlebells,['Kettlebells']
1828,rebcoc,['RE BC OC']
1829,BBC,['BBC']
1830,greens,['greens']
1831,sonnetsunday,['sonnet sunday']
1832,Dockers,['Dockers']
1833,TwitterFonPwns,['Twitter Fon Pwns']
1834,smclt,"['smclt', 'SMCLT']"
1835,freedogpainting,['free dog painting']
1836,stanleycup,"['stanley cup', 'Stanley cup']"
1837,ecipse,['ecipse']
1838,retriever,['retriever']
1839,livingfortheweekend,['living for the weekend']
1840,Belgrade,['Belgrade']
1841,cbd,"['CBD', 'cbd']"
1842,GroovyMag,"['Groovy Mag', 'GroovyMag']"
1843,twitterpated,['twitterpated']
1844,semtech2009,"['Semtech 2009', 'semtech2009', 'semtech 2009']"
1845,TNB,['tnb']
1846,ILHM,['ILHM']
1847,greenwithenvy,['green with envy']
1848,CarlRogers,['Carl Rogers']
1849,TheNoteBook,['The Notebook']
1850,tanning,['tanning']
1851,Azadi,['azadi']
1852,nerd,['nerd']
1853,HKS,['HKS']
1854,development,['development']
1855,apple,['Apple']
1856,LVATT,['LVATT']
1857,asot400,"['asot400', 'asot 400', 'ASOT 400']"
1858,katesparty,"['kates party', 'kate s party', 'Kates party', 'Kate s party']"
1859,Twitterverse,['twitterverse']
1860,hopelessness,['hopelessness']
1861,ichthusfestival,['Ichthus Festival']
1862,russians,"['russians', 'Russians']"
1863,nofakery,['no fakery']
1864,YGL,"['YGL', 'ygl']"
1865,chaffedpussy,['chaffed pussy']
1866,payingitforward,['paying it forward']
1867,thankstwitter,['thanks twitter']
1868,worldfail,['world fail']
1869,expletives,['expletives']
1870,OneRiot,['one riot']
1871,AngelsandDemons,['Angels and Demons']
1872,europarlTV,['Europarl tv']
1873,SummerTimeFilmmaking,"['Summer Time Filmmaking', 'summer time filmmaking']"
1874,Takecareofyourmonkeyself,['Take care of your monkey self']
1875,edaust09,['Ed Aust 09']
1876,ComicCon,"['comic con', 'ComicCon', 'Comic Con']"
1877,twisto,['twisto']
1878,pacsun,"['pacsun', 'PacSun']"
1879,machen,['machen']
1880,dotp,['DotP']
1881,railscamp,['Rails Camp']
1882,balkanictweetup,['Balkanic tweetup']
1883,moc,"['MOC', 'moc']"
1884,muhahaha,['muhahaha']
1885,Lunch,['Lunch']
1886,letsgoredwings,['lets go Red Wings']
1887,essex,"['essex', 'Essex']"
1888,Kobe,['Kobe']
1889,Phototip,['Photo tip']
1890,Coldplay,['Coldplay']
1891,means,['means']
1892,website,['website']
1893,decemberists,['decemberists']
1894,smxadvanced,['smx advanced']
1895,itchy,['itchy']
1896,edtech,['edtech']
1897,vivaviernes,['viva viernes']
1898,dexter,['Dexter']
1899,CFA,['CFA']
1900,osx,"['os x', 'osx', 'OS X']"
1901,Jordy26,['jordy 26']
1902,realitytv,['reality tv']
1903,fml,['FML']
1904,unitedfail,"['United fail', 'united fail']"
1905,TechNet,['TechNet']
1906,EatWillGrow,['EatWillGrow']
1907,trauma,['trauma']
1908,wsis09,['WSIS 09']
1909,barnowl,['barn owl']
1910,brewers,['brewers']
1911,revalation,['revalation']
1912,Cairo,['Cairo']
1913,TelAviv,"['Tel Aviv', 'tel aviv']"
1914,hhrs,['hhrs']
1915,herebeforeaplusk,['here before aplusk']
1916,foosball,['foosball']
1917,beatfreaks,"['beat freaks', 'beatfreaks']"
1918,britneycockblock,"['britney cock block', 'Britney cock block']"
1919,iREMEMBER,"['iREMEMBER', 'I remember']"
1920,parkview,['park view']
1921,bears,"['Bears', 'bears']"
1922,Showstopper,"['showstopper', 'show stopper', 'Show stopper', 'Showstopper', 'showstopper']"
1923,NotHot,['Not Hot']
1924,openfest,"['open fest', 'openfest']"
1925,sb09,['sb 09']
1926,crnc,['CRNC']
1927,ammar404,['Ammar 404']
1928,ukcoldfusionpissup,['UK cold fusion piss up']
1929,dieinamethfire,"['Die In A Meth Fire', 'die in a meth fire']"
1930,sngtwt,['sng twt']
1931,sicamp,['SiCamp']
1932,vwll2009,"['vwll2009', 'vwll 2009', 'VWLL 2009']"
1933,crying,['crying']
1934,votetomfelton,"['vote Tom Felton', 'vote tom felton']"
1935,purpleiran,['purple iran']
1936,footfetish,['foot fetish']
1937,disney,['Disney']
1938,stltwitter,['STL twitter']
1939,summeratstony,['summer at stony']
1940,ughettowhen,['u ghetto when']
1941,gcplay,['GC play']
1942,LatLon,"['Lat Lon', 'LatLon', 'LatLon', 'Lat Lon']"
1943,lovestruck,"['lovestruck', 'love struck', 'lovestruck', 'love struck']"
1944,blackkeys,['black keys']
1945,danecook,['Dane Cook']
1946,Herschel,['Herschel']
1947,lgp2009,"['lGP 2009', 'lgp2009', 'lgp 2009']"
1948,twitterquitter,['twitter quitter']
1949,Sims3,['Sims 3']
1950,semtmech2009,['semtmech 2009']
1951,KFCPhilippines,['KFC Philippines']
1952,parkrun,['park run']
1953,Librarything,['Library thing']
1954,Chalk,['Chalk']
1955,angels,"['angels', 'Angels']"
1956,IGTCloud,['IGT cloud']
1957,gayle,"['Gayle', 'gayle']"
1958,rpg,['rpg']
1959,piechamp,"['Pie champ', 'pie champ']"
1960,dissapointed,['dissapointed']
1961,Tiller,['Tiller']
1962,findthewine,['find the wine']
1963,knockoneback,['knock one back']
1964,BST,['BST']
1965,fn,['fn']
1966,rdgsalsa,"['Rdg salsa', 'rdg salsa']"
1967,AGEEONFALLON,"['AgeeonFallon', 'Agee on Fallon', 'AGEEON FALLON']"
1968,creative,['creative']
1969,smallville,['Smallville']
1970,sariver,['sariver']
1971,poke,"['poke', 'Poke']"
1972,Honduras,['Honduras']
1973,CashInTheAttic,['Cash in the Attic']
1974,Assassin,['Assassin']
1975,sandiego,['san diego']
1976,mvcomms,['MV COMMS']
1977,rewings,['Rewings']
1978,labs,['labs']
1979,Burrito,['Burrito']
1980,g,['g']
1981,watchchuck,['watch chuck']
1982,ffnor,['ffnor']
1983,TirNuan,"['TirNuan', 'Tir Nuan']"
1984,welshmovies,['welsh movies']
1985,MS,['MS']
1986,dandco,"['d and co', 'd and co', 'dandco']"
1987,Norway,['Norway']
1988,ilm,"['ilm', 'ILM']"
1989,nola,['nola']
1990,OCD,['OCD']
1991,PreDay,['Pre Day']
1992,kitchenZUULcoffee,['kitchen ZUUL coffee']
1993,BGT,"['bgt', 'BGT']"
1994,Summer,"['summer', 'Summer']"
1995,dealbreaker,['deal breaker']
1996,choctwestival,['choctwestival']
1997,Mono,['Mono']
1998,mgp2010,['MGP 2010']
1999,EIFF,['EIFF']
2000,UP,"['UP', 'Up', 'up']"
2001,beachweek09,['beach week 09']
2002,Twollars,['Twollars']
2003,hawaiidaydreams,"['Hawaii daydreams', 'hawaii day dreams', 'hawaii daydreams']"
2004,killzone,"['kill zone', 'killzone']"
2005,language,['language']
2006,PNE,"['PNE', 'pne']"
2007,weird,['weird']
2008,iheartnttamerica,"['I heart ntt America', 'I heart NTT America']"
2009,hjntity,['hjntity']
2010,blues,"['Blues', 'blues']"
2011,NOLA,['NOLA']
2012,less,['less']
2013,ikea,"['ikea', 'IKEA']"
2014,tooyoungfordentures,['too young for dentures']
2015,alanya,['alanya']
2016,OSCONF,"['OS Conf', 'OSCONF']"
2017,dbuc09,['DBUC 09']
2018,IMT,['IMT']
2019,dolomites,"['Dolomites', 'dolomites']"
2020,ibody,['ibody']
2021,decadesofdespair,['decades of despair']
2022,PetShopBoys,['Pet Shop Boys']
2023,Clue,"['clue', 'Clue']"
2024,TV,['TV']
2025,ispoor,['is poor']
2026,pinkLuxetip,['pink Luxe tip']
2027,SIGINT09,"['SIGINT 09', 'SIGINT09']"
2028,uncharted,['uncharted']
2029,tamronhall,['tamron hall']
2030,reds,['reds']
2031,SQL2008,['SQL 2008']
2032,Museums,['Museums']
2033,veryexcellentsurprise,['very excellent surprise']
2034,chuckmemonday,"['chuck me monday', 'Chuck me monday']"
2035,iwish,"['i wish', 'I wish', 'i Wish']"
2036,tan,['tan']
2037,publicsphere,['public sphere']
2038,ilta09,['ILTA 09']
2039,Coronation_Tweet,['Coronation _ Tweet']
2040,moan,['moan']
2041,premidlifecrisis,"['premid life crisis', 'pre mid life crisis', 'premidlife crisis', 'pre midlife crisis']"
2042,freemantia,['free Mantia']
2043,wheatonwebrenovation,"['Wheaton Web renovation', 'wheaton web renovation']"
2044,atari,"['Atari', 'atari']"
2045,gov20,"['gov20', 'gov 20']"
2046,putashirton,['put a shirt on']
2047,TomTom,['TomTom']
2048,goodtweets,['good tweets']
2049,yegbike,"['yegbike', 'yeg bike', 'Yeg bike']"
2050,stuffwotimadeup,['stuff wot i made up']
2051,Hurryup,"['Hurry Up', 'Hurry up']"
2052,MobileWidgetCamp,"['MobileWidgetCamp', 'Mobile Widget Camp']"
2053,TheWrestler,['The Wrestler']
2054,newmoontrailer,['New Moon Trailer']
2055,pkz,['pkz']
2056,pokemonplatinum,['Pokemon Platinum']
2057,ABC1,"['ABC1', 'ABC 1']"
2058,cheated,['cheated']
2059,oracleopenworldtokyo,['Oracle Open World Tokyo']
2060,aquarium,['aquarium']
2061,hadopi,"['hadopi', 'Hadopi']"
2062,NBAfinals,"['Nba finals', 'NBA finals', 'NBA Finals']"
2063,hotelchocolat,['hotel chocolat']
2064,Twittentionwhoreing,['twittention whoreing']
2065,hills,['hills']
2066,Freude,['Freude']
2067,Startup2009,"['Startup 2009', 'Startup2009']"
2068,annalowmanisamassiveloser,['Anna Lowman is a massive loser']
2069,petewentzday,['pete wentz day']
2070,djangodash,['Django dash']
2071,foodnetworkstar,"['food network star', 'Food Network Star']"
2072,imperfectangel,"['im perfect angel', 'i m perfect angel', 'Im perfect angel', 'I m perfect angel']"
2073,godi,['godi']
2074,TWPP,['TWPP']
2075,vidzone,['vidzone']
2076,MO,['MO']
2077,ccreunion09,"['cc reunion 09', 'CC Reunion 09', 'ccreunion 09']"
2078,sms,['sms']
2079,SouthAfrica,['South Africa']
2080,BWR,['BWR']
2081,dollywood,['Dollywood']
2082,Green,['Green']
2083,STLMossCamp,"['STL Moss Camp', 'stl moss camp']"
2084,Tumblr,['Tumblr']
2085,notafraidtobeservicey,['not afraid to be servicey']
2086,ORD,['ORD']
2087,diplarbeit,['diplarbeit']
2088,icanhelp,['i can help']
2089,LBModel,"['LB Model', 'LBModel']"
2090,depression,['depression']
2091,heweb08,"['heweb08', 'heweb 08']"
2092,HHRS,['HHRS']
2093,ip6,['IP 6']
2094,ohatdl,['OHatDL']
2095,WSOP40,['WSOP 40']
2096,Timor,['Timor']
2097,musicalmess,['musical mess']
2098,theregoestheweekend,['there goes the weekend']
2099,antiff,['antiff']
2100,Trying,['trying']
2101,msnbc,['MSNBC']
2102,camping,['camping']
2103,solar,['solar']
2104,rsc2009,"['rsc2009', 'rsc 2009']"
2105,dumbrun,"['dumb run', 'dumbrun']"
2106,reunion,['reunion']
2107,sadmacface,['sad mac face']
2108,Mazda,['Mazda']
2109,wcchicago,"['wcchicago', 'WC Chicago', 'Wc chicago', 'wc chicago']"
2110,hivebris,"['hive bris', 'Hive bris']"
2111,shakennotstirred,['shaken not stirred']
2112,madrugadores,"['madrugadores', 'Madrugadores']"
2113,cloudpain,['cloud pain']
2114,ANU,"['ANU', 'anu']"
2115,corruptedontwilight,['corrupted on twilight']
2116,sfo,"['sfo', 'SFO']"
2117,MomFail,['mom fail']
2118,twithelp,"['Twit help', 'twit help']"
2119,bonnaroo,"['bonnaroo', 'Bonnaroo']"
2120,ABQ,['ABQ']
2121,prekmurje,['prekmurje']
2122,Bomgar,['Bomgar']
2123,wikileaks,"['wikileaks', 'Wikileaks']"
2124,asterisk,['asterisk']
2125,halo3,['Halo 3']
2126,clubvaiocongress,"['Club Vaio congress', 'club vaio congress', 'clubvaio congress', 'club vaio congress']"
2127,mojoSDK,['mojo SDK']
2128,TheAustralian,['The Australian']
2129,bcd09,['BCD 09']
2130,stig,['stig']
2131,jQueryUI,['jQuery UI']
2132,sushiday,['sushi day']
2133,punlowestformofwit,['pun lowest form of wit']
2134,princessbride,['Princess Bride']
2135,brisweather,"['Bris weather', 'bris weather']"
2136,lazy,['lazy']
2137,fuckgfw,['fuck gfw']
2138,militaryMon,['military mon']
2139,SpiderOak,"['spideroak', 'SpiderOak']"
2140,cubs,['cubs']
2141,debian,['debian']
2142,Everwood,"['everwood', 'Everwood']"
2143,FOLLOW,['follow']
2144,DrawTutor,['Draw Tutor']
2145,Idol,"['Idol', 'idol']"
2146,bootmii,"['bootMii', 'bootmii', 'boot mii']"
2147,GolfTweetUp,['Golf TweetUp']
2148,Sicamp,['SI camp']
2149,twitterbff,"['twitter BFF', 'twitter bff']"
2150,rubyconf,['Ruby Conf']
2151,mangamonday,['manga monday']
2152,Big5,['Big 5']
2153,aspnetmvc,['asp net mvc']
2154,xml,['XML']
2155,va501c,['va501c']
2156,treadmill,['Treadmill']
2157,beertweetup,['beer tweetup']
2158,DotNetNuke,['Dot Net Nuke']
2159,Peet,['Peet']
2160,ALIEN,['ALIEN']
2161,xwiki,"['XWiki', 'xwiki']"
2162,ukscitweetup,"['UK Sci tweetup', 'uk sci tweetup']"
2163,atlassiansummit,"['Atlassian Summit', 'atlassian summit', 'atlassian summit']"
2164,textmate,['TextMate']
2165,WNISN,['WNISN']
2166,Novarock,['Nova rock']
2167,suu,['suu']
2168,yardwork,['yard work']
2169,hothothot,['hot hot hot']
